Branch_ID,Branch_Name,Region,Month,Orders,Revenue,Avg_Rating,Customer_Count,Repeat_Customers,New_Customers,Complaints,Delivery_Time_Min,Performance_Level,Branch_Status,Reason
K_23,Kanakapura Road,South,2025-11,9522,3875454,4.2,7739,4875,2864,126,27,Medium,Stable,Growing customer base
K_24,Kanakapura Road,South,2025-12,10108,4103848,4.4,8823,5558,3265,82,29,Medium,Stable,Growing customer base
E_01,Electronic City,South,2024-01,6733,2316152,3.7,5639,2706,2933,228,43,Low,At Risk,Heavy competition and mixed ratings
E_02,Electronic City,South,2024-02,5483,2121921,3.8,4382,1928,2454,187,43,Low,At Risk,Heavy competition and mixed ratings
E_03,ElectronicCity,South,2024-03,4953,2060448,4,4240,1865,2375,197,47,Low,At Risk,Heavy competition and mixed ratings
E_04,ElectronicCity,South,2024-04,5824,2364544,3.8,4517,2213,2304,242,38,Low,At Risk,Heavy competition and mixed ratings
E_05,Electronic City,South,2024-05,6389,2287262,3.9,5487,2469,3018,226,36,Low,At Risk,Heavy competition and mixed ratings
E_06,Electronic City,South,2024-06,6639,2602488,4,5502,2640,2862,208,44,Low,At Risk,Heavy competition and mixed ratings
E_07,Electronic City,South,2024-07,4690,1800960,3.9,4031,1773,2258,209,42,Low,At Risk,Heavy competition and mixed ratings
E_08,Electronic City,South,2024-08,5554,2049426,3.9,4806,2114,2692,159,46,Low,At Risk,Heavy competition and mixed ratings
E_09,Electronic City,South,2024-09,6629,2684745,3.9,5077,2335,2742,227,47,Low,At Risk,Heavy competition and mixed ratings
E_10,Electronic City,South,2024-10,7118,2840082,4,5135,2105,3030,166,43,Low,At Risk,Heavy competition and mixed ratings
E_11,Electronic City,South,2024-11,7948,3282524,3.9,6272,2885,3387,219,38,Low,At Risk,Heavy competition and mixed ratings
E_12,Electronic City,South,2024-12,6316,2570612,3.8,4723,2125,2598,209,40,Low,At Risk,Heavy competition and mixed ratings
E_13,Electronic City,South,2025-01,5730,2039880,3.7,4659,2096,2563,240,36,Low,At Risk,Heavy competition and mixed ratings
E_14,Electronic City,South,2025-02,4521,1767711,3.9,3803,1635,2168,231,37,Low,At Risk,Heavy competition and mixed ratings
E_15,Electronic City,South,2025-03,5530,2289420,3.7,4586,1926,2660,182,41,Low,At Risk,Heavy competition and mixed ratings
E_16,Electronic City,South,2025-04,5953,2095456,3.8,5099,2141,2958,153,36,Low,At Risk,Heavy competition and mixed ratings
E_17,Electronic City,South,2025-05,5386,2078996,3.9,4464,1830,2634,224,39,Low,At Risk,Heavy competition and mixed ratings
E_18,Electronic City,South,2025-06,6062,2339932,4,4771,2099,2672,257,43,Low,At Risk,Heavy competition and mixed ratings
E_19,Electronic City,South,2025-07,4583,1558220,3.8,3534,1484,2050,206,40,Low,At Risk,Heavy competition and mixed ratings
E_20,Electronic City,South,2025-08,5433,1977612,3.8,4533,1813,2720,210,38,Low,At Risk,Heavy competition and mixed ratings
E_21,Electronic City,South,2025-09,6309,2517291,4,4729,2222,2507,229,46,Low,At Risk,Heavy competition and mixed ratings
E_22,Electronic City,South,2025-10,7106,2913460,3.7,5828,2389,3439,157,46,Low,At Risk,Heavy competition and mixed ratings
E_23,Electronic City,South,2025-11,6277,2146734,3.8,4705,2305,2400,173,47,Low,At Risk,Heavy competition and mixed ratings
E_24,Electronic City,South,2025-12,5779,2011092,3.8,4346,1738,2608,227,42,Low,At Risk,Heavy competition and mixed ratings
R_01,Rajarajeshwari Nagar,West,2024-01,6343,2162963,3.7,5376,2365,3011,235,41,Low,At Risk,Lower footfall than central branches
R_02,Rajarajeshwari Nagar,West,2024-02,4894,1747158,4,4056,1784,2272,230,43,Low,At Risk,Lower footfall than central branches
R_03,Rajarajeshwari Nagar,West,2024-03,4837,1799364,3.8,4219,2025,2194,244,41,Low,At Risk,Lower footfall than central branches
R_04,Rajarajeshwari Nagar,West,2024-04,5915,2105740,3.9,4356,2090,2266,200,43,Low,At Risk,Lower footfall than central branches
R_05,Rajarajeshwari Nagar,West,2024-05,6195,2304540,3.7,5015,2156,2859,203,41,Low,At Risk,Lower footfall than central branches
R_06,Rajarajeshwari Nagar,West,2024-06,6451,2399772,4,5555,2222,3333,246,37,Low,At Risk,Lower footfall than central branches
R_07,Rajarajeshwari Nagar,West,2024-07,6449,2611845,3.7,5651,2599,3052,175,41,Low,At Risk,Lower footfall than central branches
R_08,Rajarajeshwari Nagar,West,2024-08,4589,1757587,3.9,3380,1656,1724,164,37,Low,At Risk,Lower footfall than central branches
R_09,Rajarajeshwari Nagar,West,2024-09,6494,2675528,3.7,4729,2128,2601,155,44,Low,At Risk,Lower footfall than central branches
R_10,Rajarajeshwari Nagar,West,2024-10,6829,2656481,3.8,5600,2632,2968,225,43,Low,At Risk,Lower footfall than central branches
R_11,Rajarajeshwari Nagar,West,2024-11,6448,2701712,3.8,5207,2239,2968,156,46,Low,At Risk,Lower footfall than central branches
R_12,Rajarajeshwari Nagar,West,2024-12,5199,1835247,3.8,3811,1867,1944,152,44,Low,At Risk,Lower footfall than central branches
R_13,Rajarajeshwari Nagar,West,2025-01,7629,2731182,3.9,6684,3275,3409,174,38,Low,At Risk,Lower footfall than central branches
R_14,Rajarajeshwari Nagar,West,2025-02,5184,1985472,3.8,4193,1761,2432,202,42,Low,At Risk,Lower footfall than central branches
R_15,Rajarajeshwari Nagar,West,2025-03,5161,1894087,3.8,3880,1629,2251,205,44,Low,At Risk,Lower footfall than central branches
R_16,Rajarajeshwari Nagar,West,2025-04,4534,1881610,3.8,3390,1559,1831,203,36,Low,At Risk,Lower footfall than central branches
R_17,Rajarajeshwari Nagar,West,2025-05,6248,2349248,3.9,4844,2082,2762,210,43,Low,At Risk,Lower footfall than central branches
R_18,Rajarajeshwari Nagar,West,2025-06,5887,2284156,3.9,4722,1936,2786,209,43,Low,At Risk,Lower footfall than central branches
R_19,Rajarajeshwari Nagar,West,2025-07,6967,2912206,3.7,6020,2468,3552,247,39,Low,At Risk,Lower footfall than central branches
R_20,Rajarajeshwari Nagar,West,2025-08,6297,2248029,3.9,5170,2171,2999,207,41,Low,At Risk,Lower footfall than central branches
R_21,Rajarajeshwari Nagar,West,2025-09,5293,2027219,3.9,4126,2021,2105,243,42,Low,At Risk,Lower footfall than central branches
R_22,Rajarajeshwari Nagar,West,2025-10,5176,2075576,3.8,3807,1827,1980,218,41,Low,At Risk,Lower footfall than central branches
R_23,Rajarajeshwari Nagar,West,2025-11,5612,1913692,3.8,4126,1774,2352,252,44,Low,At Risk,Lower footfall than central branches
R_24,Rajarajeshwari Nagar,West,2025-12,7520,3038080,3.8,6345,2791,3554,184,40,Low,At Risk,Lower footfall than central branches
M_01,Mahadevapura,East,2024-01,5520,2241120,3.8,4364,2138,2226,180,46,Low,At Risk,Delivery delays and customer complaints
M_02,Mahadevapura,East,2024-02,6493,2233592,3.8,4933,1973,2960,225,44,Low,At Risk,Delivery delays and customer complaints
M_03,Mahadevapura,East,2024-03,6206,2277602,4,4504,1936,2568,206,41,Low,At Risk,Delivery delays and customer complaints
M_04,Mahadevapura,East,2024-04,6456,2472648,3.8,5109,2043,3066,225,40,Low,At Risk,Delivery delays and customer complaints
M_05,Mahadevapura,East,2024-05,5890,2456130,4,4294,1846,2448,257,46,Low,At Risk,Delivery delays and customer complaints
M_06,Mahadevapura,East,2024-06,5816,2175184,4,4608,2119,2489,178,36,Low,At Risk,Delivery delays and customer complaints
M_07,Mahadevapura,East,2024-07,5582,2003938,3.8,4900,2401,2499,200,47,Low,At Risk,Delivery delays and customer complaints
M_08,Mahadevapura,East,2024-08,5739,2111952,3.9,4929,2020,2909,247,44,Low,At Risk,Delivery delays and customer complaints
M_09,Mahadevapura,East,2024-09,5746,2200718,3.8,4626,2127,2499,192,37,Low,At Risk,Delivery delays and customer complaints
M_10,Mahadevapura,East,2024-10,7702,2672594,3.7,6740,2763,3977,194,39,Low,At Risk,Delivery delays and customer complaints
M_11,Mahadevapura,East,2024-11,5322,2054292,3.9,4421,1945,2476,178,41,Low,At Risk,Delivery delays and customer complaints
M_12,Mahadevapura,East,2024-12,7886,2807416,4,6726,2757,3969,192,45,Low,At Risk,Delivery delays and customer complaints
M_13,Mahadevapura,East,2025-01,5522,2125970,3.9,4787,2249,2538,225,46,Low,At Risk,Delivery delays and customer complaints
M_14,Mahadevapura,East,2025-02,5810,2329810,3.9,4794,2301,2493,202,40,Low,At Risk,Delivery delays and customer complaints
M_15,Mahadevapura,East,2025-03,5509,2093420,3.9,4842,1936,2906,212,44,Low,At Risk,Delivery delays and customer complaints
M_16,Mahadevapura,East,2025-04,4988,1785704,3.7,4236,1821,2415,247,41,Low,At Risk,Delivery delays and customer complaints
M_17,Mahadevapura,East,2025-05,6944,2728992,3.9,5720,2288,3432,232,46,Low,At Risk,Delivery delays and customer complaints
M_18,Mahadevapura,East,2025-06,5210,1938120,3.9,3949,1895,2054,168,47,Low,At Risk,Delivery delays and customer complaints
M_19,Mahadevapura,East,2025-07,6838,2810418,3.8,5654,2374,3280,239,46,Low,At Risk,Delivery delays and customer complaints
M_20,Mahadevapura,East,2025-08,5461,2244471,3.8,4385,2148,2237,152,40,Low,At Risk,Delivery delays and customer complaints
M_21,Mahadevapura,East,2025-09,6447,2494989,3.7,5240,2305,2935,175,44,Low,At Risk,Delivery delays and customer complaints
M_22,Mahadevapura,East,2025-10,7202,2772770,3.9,6012,2705,3307,197,42,Low,At Risk,Delivery delays and customer complaints
M_23,Mahadevapura,East,2025-11,6198,2596962,3.9,5104,2347,2757,170,42,Low,At Risk,Delivery delays and customer complaints
M_24,Mahadevapura,East,2025-12,6494,2298876,4,4880,2049,2831,185,46,Low,At Risk,Delivery delays and customer complaints
KN_01,Kalyan Nagar,North-East,2024-01,5336,2086376,3.8,4414,1942,2472,183,39,Low,At Risk,Cloud kitchen limits visibility
KN_02,Kalyan Nagar,North-East,2024-02,6192,2322000,3.9,5169,2532,2637,184,43,Low,At Risk,Cloud kitchen limits visibility
KN_03,Kalyan Nagar,North-East,2024-03,4501,1863414,3.8,3329,1597,1732,153,45,Low,At Risk,Cloud kitchen limits visibility
KN_04,Kalyan Nagar,North-East,2024-04,5562,2119122,3.9,4169,1667,2502,220,43,Low,At Risk,Cloud kitchen limits visibility
KN_05,Kalyan Nagar,North-East,2024-05,5451,2142243,4,4404,2025,2379,217,41,Low,At Risk,Cloud kitchen limits visibility
KN_06,Kalyan Nagar,North-East,2024-06,5899,2129539,3.9,5020,2309,2711,196,46,Low,At Risk,Cloud kitchen limits visibility
KN_07,Kalyan Nagar,North-East,2024-07,5743,2188083,3.8,4961,2331,2630,158,45,Low,At Risk,Cloud kitchen limits visibility
KN_08,Kalyan Nagar,North-East,2024-08,5219,2030191,3.9,4368,1878,2490,240,40,Low,At Risk,Cloud kitchen limits visibility
KN_09,Kalyan Nagar,North-East,2024-09,4645,1895160,3.9,3469,1595,1874,223,36,Low,At Risk,Cloud kitchen limits visibility
KN_10,Kalyan Nagar,North-East,2024-10,5729,2068169,4,4146,1824,2322,182,42,Low,At Risk,Cloud kitchen limits visibility
KN_11,Kalyan Nagar,North-East,2024-11,8010,3300120,3.9,6268,3071,3197,181,46,Low,At Risk,Cloud kitchen limits visibility
KN_12,Kalyan Nagar,North-East,2024-12,5681,2028117,3.8,4457,2050,2407,151,38,Low,At Risk,Cloud kitchen limits visibility
KN_13,Kalyan Nagar,North-East,2025-01,6322,2408682,3.8,5467,2350,3117,195,38,Low,At Risk,Cloud kitchen limits visibility
KN_14,Kalyan Nagar,North-East,2025-02,5505,1882710,3.8,4316,1855,2461,250,36,Low,At Risk,Cloud kitchen limits visibility
KN_15,Kalyan Nagar,North-East,2025-03,5876,2068352,3.8,4718,2028,2690,190,42,Low,At Risk,Cloud kitchen limits visibility
KN_16,Kalyan Nagar,North-East,2025-04,5455,2242005,3.9,4495,2112,2383,176,40,Low,At Risk,Cloud kitchen limits visibility
KN_17,Kalyan Nagar,North-East,2025-05,6928,2653424,3.8,5721,2345,3376,235,41,Low,At Risk,Cloud kitchen limits visibility
KN_18,Kalyan Nagar,North-East,2025-06,5732,2069252,4,4642,2181,2461,236,39,Low,At Risk,Cloud kitchen limits visibility
KN_19,Kalyan Nagar,North-East,2025-07,7000,2933000,3.8,5498,2529,2969,180,44,Low,At Risk,Cloud kitchen limits visibility
KN_20,Kalyan Nagar,North-East,2025-08,5132,1755144,3.9,4456,2094,2362,161,36,Low,At Risk,Cloud kitchen limits visibility
KN_21,Kalyan Nagar,North-East,2025-09,4736,1913344,3.7,4047,1780,2267,253,41,Low,At Risk,Cloud kitchen limits visibility
KN_22,Kalyan Nagar,North-East,2025-10,5345,1982995,3.7,3957,1859,2098,171,37,Low,At Risk,Cloud kitchen limits visibility
KN_23,Kalyan Nagar,North-East,2025-11,6926,2507212,3.9,5278,2111,3167,163,39,Low,At Risk,Cloud kitchen limits visibility
KN_24,Kalyan Nagar,North-East,2025-12,7016,2890592,3.8,5623,2699,2924,151,46,Low,At Risk,Cloud kitchen limits visibility
K_01,Koramangala,South,2024-01,14788,6122232,4.6,11733,8447,3286,42,22,High,Healthy,"Authentic taste, flagship outlet, huge footfall"
KN_05,Kalyan Nagar,North-East,2024-05,5451,2142243,4,4404,2025,2379,217,41,Low,At Risk,Cloud kitchen limits visibility
R_11,Rajarajeshwari Nagar,West,2024-11,6448,2701712,3.8,5207,2239,2968,156,46,Low,At Risk,Lower footfall than central branches
E_06,Electronic City,South,2024-06,6639,2602488,4,5502,2640,2862,208,44,Low,At Risk,Heavy competition and mixed ratings
M_01,Mahadevapura,East,2024-01,5520,2241120,3.8,4364,2138,2226,180,46,Low,At Risk,Delivery delays and customer complaints
R_20,Rajarajeshwari Nagar,West,2025-08,6297,2248029,3.9,5170,2171,2999,207,41,Low,At Risk,Lower footfall than central branches
